sentence,count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,subjectivity
"""Restaurante dentro do Copacabana Palace....atendimento impecável, comida muito boa  e ambiente bom...""",14.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Restaurante nota 10, da recepção no estacionamento, atendimento, menu, visual, conforto e comida deliciosa.""",15.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O preço compatível com a qualidade, menos de R$ 100 por pessoa com entrada, bebidas, pratos e sobremesa.""",19.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"""Amplo estacionamento, serviço de primeira, uma das melhores opções de João Pessoa.""",13.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"""O lugar que da vontade de voltar e levar os amigos.""",12.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Estive com grupo de amigos, éramos em 10.""",9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Fomos bem atendidos.""",4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Ó restaurante não é muito grande, mas o serviço é muito bom e os pratos fartos.""",17.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Dependendo da fome pode pedir um prato e dividir.""",10.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"""Sobremesa peça o peti gatô deles.""",7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Bem gostoso.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Estive no Skinna para comemorar o meu aniversário de casamento e fui realmemte surpreendido pela qualidade e principalmente pelo atendimento.""",21.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Pedi de entrada casquinhas de siri e iscas de lagosta crocante, tudo muito fresco.""",15.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""De prato principal delícias do mar com cherne e lagosta e a qualidade se manteve e para finalizar carpaccio de banana, muito bom.""",24.0,2.0,4.0,2.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""O atendimento foi excelente e cada garçom que nos atendeu nos deram todas as informações e sugestões para que tivéssemos uma noite agradabilíssima.""",24.0,2.0,0.0,2.0,1.0,2.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Eu recomendo sem medo.""",5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""O lugar é bonito e divertido,  feito para turistas, já que só funciona às segundas.""",16.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Há apresentação de quadrilha e banda tocando diversos ritmos, com foco no forró.""",14.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""A entrada é 50 reais por pessoa,  sem consumação.""",10.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Além disso deve-se deixar separados 10 reais para os flanelinhas.""",11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""No dia 20 de outubro, após indicações de amigos, fomos conhecer o tão bem recomendado hambúrguer desse estabelecimento.""",19.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
"""Chegando lá, encontramos um local muito pequeno e lotado, porém fomos informados que poderíamos comprar no delivery, do outro lado da rua, enquanto aguardávamos a mesa.""",27.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0
"""Na compra no delivery já houve o primeiro fato “truculento”, cobrança facultativa de 10% para a “equipe de cozinha”.""",20.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"""Após pegarmos nosso lanche, a segunda “surpresa”: não havia embalagem para o pudim, sendo entregue em uma lata, semelhante a uma lata de extrato de tomate e sem colher.""",30.0,2.0,5.0,2.0,1.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
"""O lamen é barato (um missô lamen e chashu tonkotsu lamen ficaram R$20 cada).""",15.0,4.0,0.0,4.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"""O atendimento foi bom, ao contrário do que as pessoas normalmente dizem.""",13.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
"""Ao invés de expulsar as pessoas apenas prezam pela limpeza do local, inclusive, ao final da refeição, nos foi oferecido mais uma porção de gyoza.""",26.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
"""O tempo de espera foi por volta de 1h e 30 min, mas pelo valor vale a pena esperar.""",20.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Fomos conhecer a Cervejaria Amazon Beer no final da tarde e pedi bolinhos de queijo com carne seca e são maravilhosos.""",22.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Tem um cardápio regional e há vários pratos que servem bem para duas pessoas.""",15.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""O preço é para turistas.""",6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""tem uma bela vista panorâmica.""",6.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Comida muito boa, ambiente muito descontraído, ótimo para confraternizar com amigos.""",12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0
"""Atendimento muito rápido.O único defeito é que quase sempre tem que enfrentar  uma fila de espera para entrar.""",20.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Adorei a comida, porém o fato de o local ser muito grande achei um pouco desconfortável e o atendimento demorado.""",21.0,2.0,0.0,2.0,1.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Apesar disso, como sempre, a comida estava ótima e sempre de ótima qualidade para agradar seus clientes""",17.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Eu, namorada fomos comemorar aniversário de uma colega.""",9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Foi bacana, opções de bebidas e comida boas, bom atendimento, ambiente agradável.""",13.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Apesar de manter a mesma qualidade que os demais restaurantes da rede Elias, o da São Clemente fecha às 16:00 e não tem as cervejas artesanais da rede.""",29.0,2.0,5.0,2.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
"""Mas a comida... como sempre, maravilhosa!!!""",7.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Rodízio muito bom!""",4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""O atendimento é rápido e eficiente!""",7.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Shimeji quentinho e os sushis e sashimis frescos!""",9.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Vale a pena!!!""",4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Ambiente agradavel,pratos bem servidos e sobremesas variadas.Espaço para crianças brincarem.""",13.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Estacionamento amplo com manobrista pago.""",6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""atendimento mto bom.""",4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""comida mto bem preparada.""",5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""mas deve se dizer que por ser feita para atender o grande publico, o ambiente se torna menos confortável, pois o barulho eh mto grande.""",26.0,3.0,0.0,3.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0
"""No demais, vale a pena conhecer""",6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""O restaurante possui diversas opções de pratos, todas de qualidade excelente, sendo esse o seu ponto.""",17.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Quase sem palavras para descrever.""",6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Ótimo atendimento do garçom Roberval Viana e uma comida excelente tbm!!!""",12.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Lugar agradável embora quando cheio alguns lugares ficam inviáveis por colocarem as mesas muito próximas, tem-se a impressão de invasão  de privacidade.""",23.0,4.0,2.0,4.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Buffet de frios variados e bons.""",7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Pizza massa fina, bem servida de ingredientes .""",8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Atendimento eficiente, local com ar condicionado.""",7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Padaria localizada ao lado do Hotel Ibis Budget da Frei Caneca que faz boa comida por preço justo.""",19.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Os salgados são muito bons, especialmente os croissants.""",9.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""boa opção no centro da cidade.boa oferta de comida,preco e atendimento,limpeza tambem boa,recomendo.""",18.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Eu e m eu filho comemos um Xfile e ficamos uma semana com infecção intestinal.""",16.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""No calçadão da Rua da Quitanda, bem próximo à Praça do Patriarca.""",13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Funciona no almoço com buffet com várias opções de pratos frios, quentes, sobremesas e sucos incluídos.""",17.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Tudo com qualidade.""",4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""É bar mas com opções de pratos para refeições e não somente petiscos.""",14.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Cozinha brasileira.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Pratos para compartilhar.""",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Bom atendimento.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Assim que você entra já ouve uma música ambiente, já fica flutuando.""",13.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
"""Aí tem duas árvores que foram preservarás na construção.""",10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Ambiente muito aconchegante.""",4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""O buffet é a vontade, preço fixo.""",8.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Pode se servir várias vezes.""",6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Tudo sem enlatados e temperos prontos.""",7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Bebida à vontade.""",4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Uma grande variedade de frutas.""",6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Preço justo.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Ingredientes orgânicos para quem se preocupa com a saúde.""",10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Comprei para ir no rodízio de fondue com uns casais de amigo e gostei muito da visita.""",18.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""O restaurante Remanso do peixe oferece o que de melhor existe em pescado na amazônia.""",16.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
"""Morador ou visitante não pode deixar de conhecer essa maravilha da culinária paraense.""",14.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Recomendo.""",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Apesar de achar o couvert artístico um pouco caro demais e a espera para conseguir uma mesa ser um pouco cansativa, acho que o restaurante vale a pena.""",29.0,3.0,1.0,3.0,1.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0
"""Não é barato, mas o serviço foi bom, a pizza veio super rápido, o menu é ótimo (várias opções de pizza e você pode optar por dividir a sua pizza em em até 3 sabores diferentes) e o ambiente é agradável.""",42.0,6.0,4.0,6.0,4.0,3.0,7.0,0.0,8.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0
"""Bem localizado.""",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Voltaria.""",2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Melhor pizza da cidade em termos de massa fina, preço um pouco salgado.""",14.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"""Tem o melhor petit gateu da ilha.""",8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
"""Muito bom!!""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Atendimento excelente do Michael!!""",5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Comida deliciosa e ambiente agradável!""",6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Caipirinha deliciosa!""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Pratos caros e visualmente feios.""",6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Pouca quantidade.""",3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Pedi o salmão e não tinha mais disponível na cozinha.""",11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Experiência pra não voltar mais.""",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"""Comprar chocolates na cacau show é uma boa saída para quem quer fugir dos chocolates mais tradicionais e quer experimentar novos e deliciosos sabores de chocolates.""",27.0,4.0,3.0,4.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0
"""Excelente atendimento.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Ambiente tipicamente carioca.""",4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Comida muito bom, muito bem temperada.""",7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Preço justo.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Excelente custo-benefício.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Ambiente agradável, garçons educados, comida gostosa, mas... as porções dos pratos kids são muito, muito, muito pequenas.""",18.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Vergonhoso cobrarem tão caro por tão pouca massa.""",9.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Até meu filho de 3 anos saiu de lá com fome.""",12.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Não volto mais, pois teria que pedir um prato de adulto para um menininho se alimentar adequadamente.""",18.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0
"""Atendimento de primeira, ambiente super legal.""",7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Ideal para um jantar entre amigos.""",7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""As opções com camarão são as melhores mas os de peixes também são uma delícia.""",16.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"""O preço é razoável até.""",6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Chope bemtirado, comida questionável, o joelho de porco é bem feito, porém a salada de batatas veio azeda e o chucrute bem antigo.""",24.0,5.0,2.0,5.0,1.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""As salsichas de qualidade duvidosa.""",6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""O preço para o Rio é compatível .""",8.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Ambiente acolhedor, bebidas self-service, rock dos melhores (clássicos e atuais) e atendimento maravilhoso.""",14.0,5.0,1.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Esse restaurante é muito agradável, um excelente atendimento uma vista pro mar de abrilhantar os olhos e com uma refeição divina, nesse final de ano ele estarão fazendo um pacote muito bom pra quem gosta de celebrar a virada do ano de frente pro mar.""",46.0,4.0,8.0,4.0,2.0,1.0,7.0,0.0,13.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0
"""Local agradável, amplo, cardápio variado e bom atendimento.""",9.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Além de variados e deliciosos acaís, servem outras opções de lanches que equivalem à refeição e sucos muito gostosos.""",20.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
"""sushi di boa qualidade e otimo tempura de legumes e camarao, tambem tem sobremesa incluida no valor do rodizio""",19.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
"""A pizzaria é um charme.""",6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
