sentence,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
"Notebook Dell Inspiron I14-A20 Intel Core i5 8GB 1TB Windows 8.1 LED 14 Placa de Vídeo 2GB-Preço Sugerido: R$2429,10.http://www.socialize.com.br/?Thy_Reis",26.0,17.0,0.6538461538461539,24.0,0.1558441558441558,0.0
eu tiro baidu hao123 br123 jogo do fuleco isurf webssearch  mas não consigo formatar um notebook DA DELL @DellnoBrasil,19.0,3.0,0.1578947368421052,8.0,0.0677966101694915,1.0
vi um notebook da dell mais barato do que o normal e sinceramente quero morrer,15.0,0.0,0.0,0.0,0.0,0.0
Alguém conhece um lugar bom pra eu consertar meu notebook Dell Inspiron? Parece que a placa-mãe foi pro... http://fb.me/8rVWMMHuy,20.0,5.0,0.25,9.0,0.0697674418604651,0.0
Esse notebook é bacana? http://www.extra.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-5458-A40-com-Intel-Core-i5-5200U-8GB-1TB-Gravador-de-DVD-HDMI-Bluetooth-Placa-Grafica-de-2GB-LED-14-e-Windows-8-1-1000056835.html?utm_source=zoom&utm_medium=comparadorpreco&utm_campaign=Informatica_Notebook&utm_content=1000056835&cm_mmc=zoom_XML-_-INFO-_-Comparador-_-1000056835 …,11.0,25.0,2.272727272727273,42.0,0.1117021276595744,0.0
"@JonathanEnnes Use este link em uma janela anônima, irá atualizar no carrinho http://pingu.im/1Jt69OD",14.0,3.0,0.2142857142857142,6.0,0.0594059405940594,0.0
@DellAjuda bora trazer de volta os Allienwares! Bora botar preço competitivo! Tô doido pra trocar de notebook e não queria sair da Dell.,23.0,5.0,0.217391304347826,6.0,0.0441176470588235,0.0
"Amigos, estou vendendo um notebook dell top. i7 com 8 gb de ram, HD de 1TB híbrido com 32 gb ssd, placa de video... http://fb.me/6Csrkc0r0",26.0,4.0,0.1538461538461538,6.0,0.0434782608695652,0.0
"Nunca pensei que seria tão difícil , configurar um notebook da Dell",11.0,2.0,0.1818181818181818,2.0,0.0298507462686567,1.0
Dell Brasil é líder em vendas de notebook no país.,10.0,2.0,0.2,2.0,0.04,0.0
Notebook Para Jogos Pesados da DELL: Notebook Para Jogos Pesados da DELL Com super desempenho e o melhor custo... http://bit.ly/1hqGaeB,21.0,12.0,0.5714285714285714,19.0,0.1407407407407407,0.0
@opiomorph @mattoi_ eu fiz backup e clean install no notebook novo da minha mãe. já veio ruim de fábrica cheio daqueles programas da dell,24.0,0.0,0.0,0.0,0.0,1.0
"@pontofrio pin, me consegue um desconto nesse, please: http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-5458-A40-com-Intel-Core-i5-5200U-8GB-1TB-Gravador-de-DVD-HDMI-Bluetooth-Placa-Grafica-de-2GB-LED-14-e-Windows-8-1-1000056835",12.0,20.0,1.6666666666666667,31.0,0.1215686274509803,0.0
Dell lançou o notebook híbrido Inspiron 15 Série 7000 - http://www.notebookonline.org/2015/08/19/dell-lancou-o-notebook-hibrido-inspiron-15-serie-7000/ …,14.0,3.0,0.2142857142857142,3.0,0.0196078431372549,0.0
"Vou levar meu notebook da Dell à assistência, ele está fazendo um ""bipe"" e não liga! Rezem por mim",19.0,3.0,0.1578947368421052,3.0,0.0306122448979591,0.0
Acabei de ganhar um presentão do @alencarfisio um notebook novinho e bem top da @Dell! ??? 0 retweet 3 curtiram Responder   Retweetar    Curtir  3,23.0,5.0,0.217391304347826,5.0,0.0342465753424657,1.0
Td o que eu queria era o meu notebook sério nunca te pedi nada @dell,15.0,1.0,0.0666666666666666,1.0,0.0147058823529411,1.0
Nunca comprem notebook na loja http://ln.is/www.dell.com.br/HrryC …,11.0,2.0,0.1818181818181818,3.0,0.044776119402985,1.0
finalmente comprei meu notebook  amém senhor finalmente comprei um da samsung msm pq da dell ta caro 0 retweet 1 curtiu Responder   Retweetar    Curtir  1,25.0,3.0,0.12,3.0,0.0194805194805194,1.0
assistencia tecnica notebook DELL goiania: Assistencia Tecnica notebook DELL goiania Solicite ... http://migre.me/reqXp  -> (62)84647699,16.0,6.0,0.375,12.0,0.088235294117647,0.0
"Notebook Dell i5 - 4GB - 1TB - 2GB dedicado - Led 14""- Prateado - Computadores e acessórios -... http://fb.me/4fwWPBI1X",21.0,9.0,0.4285714285714285,16.0,0.134453781512605,0.0
@submarino tem como conseguir algum desconto nesse Dell? http://www.submarino.com.br/produto/123055597/notebook-dell-inspiron-i14-5448-b10-intel-core-i5-4gb-2gb-de-memoria-dedicada-1tb-led-14-windows-8.1 …,14.0,1.0,0.0714285714285714,1.0,0.0048780487804878,0.0
"Dell é o notebook que tem estrutura mais fraca, sempre quebra.",11.0,1.0,0.0909090909090909,1.0,0.0161290322580645,1.0
Deals : http://ift.tt/1LiNEtG  #70813 Dell Latitude E6500 Notebook Computer Dual Core 2.4Ghz 250GB 2GB Windows 7 …  Ver foto,21.0,14.0,0.6666666666666666,19.0,0.1532258064516129,0.0
alia�a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,9.0,0.0,0.0,0.0,0.0,0.0
"Dell Vostro 3700 17.3"" (500 GB, 2.8 GHz, 4 GB) Notebook - bvcs74a16 …http://extremely-good-marvelous-auction.buy2day.info/buy/01/?query=271961238463 …  Link permanente da imagem incorporada",25.0,7.0,0.28,10.0,0.0529100529100529,0.0
">>>>>> R$ 993,91<<<<< no cartão sub Notebook Dell Inspiron i14-3442-B10 Intel Core i3 4GB 1TB Tela LED 14""... http://fb.me/2FMsoX3J5",21.0,11.0,0.5238095238095238,19.0,0.1439393939393939,0.0
@Walmart_BR Pois vamos baixar o preço desse Dell e deixa ele menos de 2000? https://www.walmart.com.br/notebook-dell-intel-core-i5-5-geracao-4gb-1tb-i14-5448-b10-led-14-windows-8-1-aco-escovado-prata-com-placa-video-de-2gb/3144448/pr … #MenosMimimiEMais p,21.0,4.0,0.1904761904761904,9.0,0.0352941176470588,0.0
@canalshoptime tem como deixar esse Dell por menos de 2000? http://www.shoptime.com.br/produto/123055597/notebook-dell-inspiron-i14-5448-b10-intel-core-i5-4gb-2gb-de-memoria-dedicada-1tb-led-14-windows-8.1 …,16.0,1.0,0.0625,1.0,0.0048309178743961,0.0
"Dell Latitude E6400 14.1"" Notebook …http://great-tech-deals-grand-items.newoffers.info/buy/01/?query=171898004371 …  Link permanente da imagem incorporada",16.0,5.0,0.3125,5.0,0.0324675324675324,0.0
Quando eu for comprar um notebook me lembrem de comprar o da Dell.  * garantia em domicílio.,17.0,2.0,0.1176470588235294,2.0,0.0217391304347826,1.0
"por 1.605 no cartão sub OU 1700 no boleto Notebook Dell Inspiron i14-3437-A35 com Intel Core i5 4GB 1TB LED 14""... http://fb.me/3LhQHSU03",24.0,11.0,0.4583333333333333,20.0,0.145985401459854,0.0
"Notebook DELL re-fabricado. 12 cuotas de $ 980,00",9.0,2.0,0.2222222222222222,5.0,0.1020408163265306,0.0
CHEGOU!!! #AlegriaDeCriança #Dell #latitude3450 #PC #notebook #ggwp #happy https://instagram.com/p/6hv_5_CfdK/,10.0,5.0,0.5,14.0,0.1272727272727272,1.0
"não se transforma fusca em ferrari, assim como não se transforma notebook positivo em notebook dell.",16.0,0.0,0.0,0.0,0.0,1.0
"Dell Latitude E5440 14\” Notebook – Intel Cor... http://twib.in/l/yxaL4rMMoGE  #laptop #corei5 , https://twibble.io   Link permanente da imagem incorporada",19.0,8.0,0.4210526315789473,12.0,0.0774193548387096,0.0
Dell Latitude E5540 CA003LE55401EM Notebook http://www.teknolojikapinda.com/dell-latitude-e5540-ca003le55401em-notebook …,9.0,5.0,0.5555555555555556,10.0,0.0826446280991735,0.0
~ Gente estou vendendo um #notebook da #Dell muito bom so não uso ele em nada rs'... #Barato quem se interessar... http://fb.me/4c4YHFxzL,23.0,4.0,0.1739130434782608,7.0,0.0510948905109489,0.0
Notebook dell - @yapocl http://www.yapo.cl/antofagasta/computadores/notebook_dell_22042025.htm …  Se vende barato,12.0,2.0,0.1666666666666666,2.0,0.0176991150442477,0.0
"Dell 15.6"" (250 GB, Intel Pentium Dual Core, 2 GHz, 3 GB) Notebook -... …http://niche-products-awe-inspiring-deal.newoffers.info/buy/01/?query=321834814411 …  Link permanente da imagem incorporada",25.0,10.0,0.4,13.0,0.0663265306122449,0.0
Meu notebook deu pane ? preciso entrar em contato com a @Dell,11.0,2.0,0.1818181818181818,2.0,0.0327868852459016,0.0
@dell vem logo arrumar o meu notebook pfvrzinho,8.0,0.0,0.0,0.0,0.0,1.0
Gostei de um vídeo @YouTube de @angelokikote http://youtu.be/LIsueTWMmJk?a  Notebook Dell Inspiron 14R 5421 - Como desmontar e fazer limpeza,21.0,7.0,0.3333333333333333,14.0,0.1,0.0
"Notebook Dell inspiron N4050, XV Arica & Parinacota , yapo.cl http://fb.me/4dnfL2pt3",12.0,7.0,0.5833333333333334,8.0,0.0952380952380952,0.0
@DellnoBrasil bom dia!!!! vocês irão disponibilizar os drivers para o notebook dell inspiron 15r n5010?,15.0,1.0,0.0666666666666666,2.0,0.0194174757281553,0.0
Dell Latitude E6320 Notebook @ http://newegg.com  http://goo.gl/fb/MHTMSc,9.0,5.0,0.5555555555555556,9.0,0.1232876712328767,0.0
Confira no Magazine Luisacesar: Notebook Dell Inspiron 14 I14 3443 https://www.magazinevoce.com.br/magazineluisacesar …,15.0,7.0,0.4666666666666667,7.0,0.0588235294117647,0.0
Notebook Battery for Dell KD495 PC764 TC030 TD175 Latitude D630 http://posh-stunning-reviews.buy2day.info/buy/01/?query=391226234212 …  Link permanente da imagem incorporada,20.0,10.0,0.5,14.0,0.0809248554913294,0.0
"Dell Latitude E6420 Notebook PC – Intel Core ... http://twib.in/l/n7pBBBrLja5  #laptop #corei5 , https://twibble.io   Link permanente da imagem incorporada",19.0,9.0,0.4736842105263157,13.0,0.0838709677419354,0.0
Olhar Digital: Dell traz ao Brasil notebook 2 em 1 com tela de 15 polegadas http://fb.me/4A0L8ACHH,17.0,5.0,0.2941176470588235,10.0,0.1020408163265306,0.0
"Amigos, meu apartamento foi invadido nessa manhã e foram levados entre outros pertences um notebook DELL e um... http://fb.me/7w7hQ8tbS",20.0,3.0,0.15,7.0,0.0518518518518518,0.0
Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil,11.0,2.0,0.1818181818181818,2.0,0.0285714285714285,0.0
E testar também um notebook da Dell.,7.0,1.0,0.1428571428571428,2.0,0.0555555555555555,0.0
Quer um Notebook Dell i5 com um precinho especial? Tá aqui: ~~>http://maga.lu/1GIFZmD,13.0,5.0,0.3846153846153846,9.0,0.1058823529411764,0.0
"Inspiron 14 Série 5000, novo Notebook da DELL com Ubuntu - A Dell colocou outro modelo de Notebook à venda com Ubu... http://ow.ly/32EcIV",24.0,9.0,0.375,15.0,0.1094890510948905,0.0
"Meu notebook deu um probleminha,    E assim que liguei no suporte Dell,  fui atendida logo,  o técnico que me atendeu foi super lega...",23.0,2.0,0.0869565217391304,3.0,0.0222222222222222,1.0
Gostei de um vídeo @YouTube de @eloisasemh http://youtu.be/2gZjHq0pQQY?a  UNBOXING NOTEBOOK DELL A40,14.0,7.0,0.5,29.0,0.29,0.0
cegonha trouxe meu bebê ou seje a dell entregou meu notebook novo estou chorano,14.0,0.0,0.0,0.0,0.0,1.0
To a 1 hora com a dell no telefone espero que resolva o problema do meu notebook ngm merece comprar e uma semana dps estragar,25.0,1.0,0.04,1.0,0.008,1.0
"Dell lança no Brasil primeiro notebook híbrido de 15,6 polegadas: A Dell lançou no mercado brasileiro o notebo... http://bit.ly/1TwAfjK",21.0,4.0,0.1904761904761904,7.0,0.0518518518518518,0.0
alia�a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,9.0,0.0,0.0,0.0,0.0,0.0
Chega ao Brasil o notebook 2 em 1 da Dell com tela de 15 polegadas e Windows 10: http://bit.ly/1IIRCc6,20.0,5.0,0.25,8.0,0.0784313725490196,0.0
Acho engraçado essas lojas vendendo notebook positivo 3D com 2GB de RAM como se fossem ultrabooks da Dell HUAHAUA,19.0,5.0,0.2631578947368421,15.0,0.1327433628318584,0.0
"qual a melhor marca atual levando em consideração CxB? Dell? To precisando de um notebook mas não sei qual. I5, 4gb+ etc",22.0,4.0,0.1818181818181818,5.0,0.0416666666666666,0.0
Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil,11.0,2.0,0.1818181818181818,2.0,0.0285714285714285,0.0
@mvs635 Eu consigo ele por http://dedicacaotta.vc/1TuDY1o  =],8.0,2.0,0.25,4.0,0.0655737704918032,0.0
"MAGAZINE LUIZA & VOCÊ, NUNCA FOI TÃO FÁCIL COMPRAR, UMA LOJA COMPLETA PRA VOCÊ, SEUS AMIGOS, SUA FAMÍLIA, COM... http://fb.me/6LQlCFE4l",21.0,19.0,0.9047619047619048,85.0,0.6296296296296297,0.0
Daí chega um email da dell confirmando um pedido que eu nunca pedi. Bom se fosse um notebook mais é apenas uma fonte ?,23.0,2.0,0.0869565217391304,2.0,0.0169491525423728,0.0
"Vim aqui, pois tenho uma ótima notícia para vocês: teclado do notebook está arrumado. Obrigado aos serviços da Dell, empresa show.",21.0,3.0,0.1428571428571428,3.0,0.023076923076923,1.0
"Seguinte: Tenho um notebook Dell N4030 que está dando problema, comprei uma fonte nova, ela funciona. Porém, eu... http://fb.me/8i1a6jQgt",20.0,6.0,0.3,6.0,0.0437956204379562,1.0
Lançamento 2015 na área:  #Notebook Dell 2 em 1 com tela de 15 polegadas http://quenotebookcomprar.com.br/lancamento-2015-notebook-dell-2-em-1-com-tela-de-15-polegadas/ …,18.0,3.0,0.1666666666666666,3.0,0.0176470588235294,0.0
TO IRADOO!,2.0,2.0,1.0,8.0,0.8,1.0
Notebook Battery for Dell 312-0393 CF623 CW674 DF192 DF249 XD736 XD739 Y http://delightful-lavish-offer.buy2day.info/buy/01/?query=391223601276 …  Link permanente da imagem incorporada,22.0,10.0,0.4545454545454545,17.0,0.092391304347826,0.0
alia�a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,9.0,0.0,0.0,0.0,0.0,0.0
"Procura um bom #notebook? Na InFocco você encontra modelos da #Dell, #HP, #Lenovo e #Samsung a pronta entrega com pgto facilitado em 3x",23.0,7.0,0.3043478260869565,9.0,0.0666666666666666,0.0
Notebook DELL LATITUDE D420 Core2 Duo http://dlvr.it/Bq730V,8.0,7.0,0.875,18.0,0.3050847457627119,0.0
Se vc tem um notebook Dell com windows 8 ou superior e o Wifi fica desativando diariamente veja este vídeo e... http://fb.me/1PogjzVwD,23.0,4.0,0.1739130434782608,6.0,0.044776119402985,0.0
Chega ao Brasil o notebook 2 em 1 da Dell com tela de 15 polegadas e Windows 10: http://bit.ly/1IIRCc6,20.0,5.0,0.25,8.0,0.0784313725490196,0.0
"Dell traz ao Brasil notebook 2 em 1 com tela de 15 polegadas: A Dell anunciou hoje o Inspirion 15 SÃ©rie 7000,... http://bit.ly/1TmZdr4",24.0,6.0,0.25,8.0,0.0592592592592592,0.0
#operacaobetalab Dell traz ao Brasil notebook 2 em 1 com tela de 15 polegadas http://bit.ly/1TmZ5ru  #rt #sdv,18.0,3.0,0.1666666666666666,4.0,0.036697247706422,0.0
Novo notebook Inspiron 15 7000 tem formato 2 em 1 e já vem com Windows 10: A  Dell  lançou um novo notebook 2 ... http://glo.bo/1gxCE0Z,25.0,5.0,0.2,8.0,0.0592592592592592,0.0
Novo artigo: Notebook Dell Inspiron 15 7000 2 em 1 com Windows 10 http://ift.tt/1DHAh6F,15.0,6.0,0.4,9.0,0.1034482758620689,0.0
Dell traz ao Brasil notebook 2 em 1 com tela de 15 polegadas http://ift.tt/1L3RXJk  #marketingonline,16.0,3.0,0.1875,6.0,0.06,0.0
"Reparando Sistema Operacional Win XP Notebook Dell em Cliente ""Amigo"" Final em Varginha / MG.",15.0,12.0,0.8,14.0,0.1505376344086021,0.0
Novo notebook Inspiron 15 7000 tem formato 2 em 1 e já vem com Windows 10 (via TechTudo): A Dell lançou um novo no… http://ift.tt/1h0TVkb,27.0,6.0,0.2222222222222222,9.0,0.0656934306569343,0.0
Placa Mãe Original Notebook Dell Latitude D630 http://fb.me/26dGxIqPH,9.0,8.0,0.8888888888888888,11.0,0.1594202898550724,0.0
Tampa Do Lcd - Notebook Dell Latitude D630 http://fb.me/wIOCceMw,10.0,8.0,0.8,11.0,0.171875,0.0
Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil: Aparelho da série Inspir... http://bit.ly/1gxbtmW  #timbeta #SDV,19.0,5.0,0.2631578947368421,8.0,0.0588235294117647,0.0
Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil: Aparelho da série Inspiron 15 7000 apr... http://bit.ly/1gxbtmW,20.0,4.0,0.2,5.0,0.037037037037037,0.0
#luanz Dell apresenta seu primeiro notebook híbrido de 15 polegadas no Brasil http://ow.ly/32xJJz,14.0,3.0,0.2142857142857142,4.0,0.0412371134020618,0.0
Reparo efetuado em notebook Dell modelo: Inspiron 5420 com LCD danificado. Seu micro/note(o)book apresenta alguma... http://fb.me/3kayR5p4Z,19.0,6.0,0.3157894736842105,9.0,0.0647482014388489,0.0
Dell lança notebook 2 em 1 Inspiron 15 Série 7000 no Brasil http://bit.ly/1DGy9Mv   Link permanente da imagem incorporada,19.0,6.0,0.3157894736842105,8.0,0.0661157024793388,0.0
"Dell Inspiron 1545, 3GB RAM, Intel Pentium Dual-Core 2.16GHz, 15.6"" Notebook …http://niche-products-awe-inspiring-deal.newoffers.info/buy/01/?query=151776191036 …  Link permanente da imagem incorporada",23.0,11.0,0.4782608695652174,15.0,0.0746268656716417,0.0
Espero que a Dell faça o meu notebook bem rapidinho e que a Americanas não demore para entregar.,18.0,3.0,0.1666666666666666,3.0,0.03125,0.0
"@netinhoww Opa, claro, vemk http://pingu.im/1f5n63C",6.0,1.0,0.1666666666666666,2.0,0.0392156862745098,0.0
Logo um precioso notebook Dell lindíssimo chega aqui em casa tô mt feliz,13.0,2.0,0.1538461538461538,2.0,0.0277777777777777,1.0
alia�a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,9.0,0.0,0.0,0.0,0.0,0.0
"@MicrosoftAjuda Comprei um notebook da Dell em Fev que vem com 1 ano de pacote office e ta informando que meu pacote expirou em abril, pq?",26.0,4.0,0.1538461538461538,5.0,0.036231884057971,0.0
Desmontando o notebook Dell Inspiron N4030: http://youtu.be/0XMTy8Q3L-M?a  via @YouTube,11.0,6.0,0.5454545454545454,12.0,0.1379310344827586,0.0
Gostei de um vídeo @YouTube de @eloisasemh http://youtu.be/2gZjHq0pQQY?a  UNBOXING NOTEBOOK DELL A40,14.0,7.0,0.5,29.0,0.29,0.0
"Ai meu notebook é o um DELL, que não tem um PowerPoint, LIXOOOOOOOOOOO",13.0,4.0,0.3076923076923077,21.0,0.3,1.0
@dell alguém consegue me explicar por que eu não consigo nem aumentar e nem diminuir o brilho do meu notebook? Obrigado!!,21.0,1.0,0.0476190476190476,1.0,0.0082644628099173,1.0
@WalmartCOM Qual o menor do menor preço que você pode fazer nesse lindo? Queria preto mas não encontrei. http://www.walmart.com.br/notebook-dell-core-i5-4gb-1tb-placa-de-video-2gb-14-inspiron-i14-5447-a10-windows-8-1-vermelho-com-software-mcafee-15-meses/,22.0,3.0,0.1363636363636363,6.0,0.0235294117647058,0.0
@Dell Notebook Inspiron N4050 com o seguinte erro de HD - Error code 2000.0142 - Validation 37296 self test unsuccessful status:7. Soluções?,23.0,8.0,0.3478260869565217,9.0,0.0642857142857142,1.0
alia�a dell notebook servisi http://www.frozen.com.tr/aliaga-dell-notebook-servisi …,9.0,0.0,0.0,0.0,0.0,0.0
"Notebook reclamando, tá pedindo outro =( #Dell https://instagram.com/p/6NBbQETYFE/",9.0,3.0,0.3333333333333333,10.0,0.1219512195121951,0.0
@MicrosoftAjuda acontece que eu uso um notebook da Dell e ele já vem com Câmera embutida. Eu tinha esse problema no win8.1 [2],24.0,4.0,0.1666666666666666,5.0,0.0396825396825396,0.0
@ComputronNEWS  #YovoyaComputron  esta linda Notebook DeLL,6.0,4.0,0.6666666666666666,11.0,0.1896551724137931,1.0
"Compro carregador de bateria para notebook, HP ou DELL (usado).",10.0,3.0,0.3,7.0,0.1111111111111111,0.0
Tanga Deal: Dell Latitude E6410 Notebook Computer http://bit.ly/1gVEPw6,9.0,8.0,0.8888888888888888,10.0,0.1408450704225352,0.0
MAGAZINE LUIZA SUA LOJA DO SEU JEITO: magazineJSCFLIVE https://www.magazinevoce.com.br/magazineJSCFLIVE/ …... http://fb.me/2hiYvuKQy,15.0,10.0,0.6666666666666666,49.0,0.3712121212121212,0.0
Especialistas em Notebook Dell HP Sony Vaio Acer Lenovo - Referencia Nacional - Especialista Em... http://fb.me/3MqVwwQTV,17.0,13.0,0.7647058823529411,18.0,0.1487603305785124,0.0
Confira todas as dicas sobre a bateria de seu notebook Dell ? - http://dell.to/1vy578U,14.0,2.0,0.1428571428571428,3.0,0.0348837209302325,0.0
@Euviz pc mesmo tu deve gastar uns 2-3k! Notebook mediano (um dell i7 com placa de video dedicada) sai uns 3k,21.0,2.0,0.0952380952380952,2.0,0.018348623853211,0.0
Olha só que #notebook incrível em #promoção  no site hoje! Vem ver! http://goo.gl/gy4V9h,14.0,3.0,0.2142857142857142,3.0,0.034090909090909,0.0
"#schoolsupplies Dell Latitude E5500 15.4"" Notebook http://dlvr.it/Bn8m7w  #onsale #greatdeals  Link permanente da imagem incorporada",16.0,6.0,0.375,6.0,0.0454545454545454,0.0
Adicionei um vídeo a uma playlist @YouTube http://youtu.be/wvAH8s5UQHs?aNVIDIA … Offboard-Como ativar placa de video dedicada notebook Dell,19.0,7.0,0.3684210526315789,17.0,0.1223021582733813,0.0
"Dell Latitude E6500 15.4"" Notebook - Core 2 Duo P8600 2.4 - 4 GB - 80GB …http://special-online-deals-impressive-offers.newoffers.info/buy/01/?query=131573741762 …  Link permanente da imagem incorporada",28.0,10.0,0.3571428571428571,12.0,0.0597014925373134,0.0
